Region,Province,TypeOfWork,FundingYear,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,StartDate,Contractor,ContractId,ProjectId,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,148500000,148500000,2/21/2025,3/8/2024,QM BUILDERS,24HE0166,P00834981VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,148500000,148500000,2/21/2025,3/8/2024,QM BUILDERS,24HE0167,P00834982VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,57900000,57900000,11/11/2024,3/22/2024,QM BUILDERS,24HE0169,P00821145VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,46279520,46279520,8/23/2022,2/15/2022,PHIL ASIA RESOURCES & DEVELOPMENT CORP. / WTG CONSTRUCTION & DEVELOPMENT CORPORATION,22HN0009,P00620131VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,77200000,77200000,12/8/2022,2/24/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),22HN0008,P00620024VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,96500000,96500000,10/24/2022,2/24/2022,BNR CONSTRUCTION & DEVELOPMENT CORP.,22HN0001,P00620025VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49500000,49500000,12/12/2022,3/30/2022,A.S.T BUILDERS,22HN0076,P00633227VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2022,53075000,53075000,10/3/2022,3/31/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,22HN0071,P00632986VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2022,96500000,96500000,1/16/2023,3/31/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,22HN0073,P00632987VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2022,96500000,96500000,12/19/2022,3/31/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,22HN0075,P00632988VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2022,96500000,96500000,1/16/2023,3/31/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,22HN0078,P00632989VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2022,96500000,96500000,1/16/2023,3/31/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,22HN0080,P00632990VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,115800000,115799830.6,4/20/2023,4/8/2022,MORTAR MASTERS & CONCRETE BUILDERS / VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),22H00025,P00620043VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,86850000,86789658.38,10/6/2023,2/13/2023,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R / XLA CONSTRUCTION",23HN0089,P00721540VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,49000000,48900000,9/18/2023,3/8/2023,"ZLREJ TRADING AND CONSTRUCTION CORPORATION / GICAR CONSTRUCTION, INC.",23HN0091,P00721832VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,14700000,14650900,5/26/2023,3/8/2023,KYLE CONSTRUCTION SERVICES,23HN0087,P00721944VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,8073240,8067898.81,6/27/2023,3/8/2023,NEOVENTURES CONSTRUCTION,23HN0088,P00722001VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,96500000,96500000,11/28/2023,3/21/2023,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,23HN0092,P00721978VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,96500000,96500000,11/27/2023,3/21/2023,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION) / ZLREJ TRADING AND CONSTRUCTION CORPORATION,23HN0093,P00721979VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,49000000,48989000,9/25/2023,4/18/2023,GTM BUILDERS & SUPPLY / ECBJ EASTCOAST CONSTRUCTION,23HN0101,P00722000VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2023,67550000,67499225.33,2/2/2024,5/18/2023,VICENTE T. LAO CONSTRUCTION,23HN0104,P00733281VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2023,96500000,96500000,12/15/2023,5/18/2023,"GICAR CONSTRUCTION, INC.",23HN0098,P00733286VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2023,96500000,96410000,11/20/2023,5/18/2023,"GONZALODO ENTERPRISES / RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",23HN0094,P00733287VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2023,72332540,72332540,11/17/2023,5/18/2023,"GONZALODO ENTERPRISES / RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",23HN0095,P00733288VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,144750000,144699797.6,10/28/2024,2/16/2024,"RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",24HN0072,P00820054VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,96500000,96399888,8/9/2024,2/16/2024,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),24HN0024,P00820325VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,135100000,135100000,6/5/2024,2/16/2024,GONZALODO ENTERPRISES / WTG CONSTRUCTION & DEVELOPMENT CORPORATION,24HN0048,P00820328VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,49000000,48970000,6/19/2024,3/15/2024,GONZALODO ENTERPRISES,24HN0092,P00834655VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,49000000,48970000,8/22/2024,4/19/2024,GONZALODO ENTERPRISES,24HN0130,P00821057VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,57900000,57893912.76,2/23/2025,8/28/2024,ZLREJ TRADING AND CONSTRUCTION CORPORATION,24H00082,P00834573VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2025,4950000,4939190.15,5/27/2025,2/17/2025,XLA CONSTRUCTION,25HN0034,P00936038VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,6930000,6930000,7/27/2022,2/15/2022,MEGA PLUS CONSTRUCTION AND SUPPLY CORP. (FORMERLY: MEGA PLUS CONSTRUCTION),22HN0038,P00630647VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,29400000,29400000,9/7/2023,2/14/2023,FLORIANE CONSTRUCTION CORPORATION (FORMERLY: FLORIANE CONSTRUCTION & SUPPLY),23HN0051,P00721680VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,17820000,17752004,9/21/2023,5/11/2023,FLORIANE CONSTRUCTION CORPORATION (FORMERLY: FLORIANE CONSTRUCTION & SUPPLY),23HN0107,P00733740VS,,,,,,,,,,,,,
Region VII,Cebu,Rehabilitation / Major Repair of Drainage Structure,2023,29700000,17194575,7/31/2024,5/18/2023,FLORIANE CONSTRUCTION CORPORATION (FORMERLY: FLORIANE CONSTRUCTION & SUPPLY),23HN0106,P00733741VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49000000,49000000,9/12/2022,2/18/2022,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,22HD0025,P00620117VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2023,5625200,5625200,5/26/2023,2/9/2023,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,23HD0052,P00721668VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49000000,49000000,10/30/2022,2/18/2022,DINAH RBS CONSTRUCTION AND SUPPLY INCORPORATED (FORMERLY: DINAH JANE CONSTRUCTION AND SUPPLY),22HD0030,P00620118VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,29400000,29400000,7/11/2024,2/13/2024,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,24HD0032,P00820185VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,29400000,29400000,8/5/2024,2/13/2024,DINAH RBS CONSTRUCTION AND SUPPLY INCORPORATED (FORMERLY: DINAH JANE CONSTRUCTION AND SUPPLY),24HD0033,P00820188VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,29400000,29400000,9/3/2024,2/13/2024,DINAH RBS CONSTRUCTION AND SUPPLY INCORPORATED (FORMERLY: DINAH JANE CONSTRUCTION AND SUPPLY),24HD0030,P00820189VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,19600000,19600000,12/19/2024,7/8/2024,ADAMANT DEVELOPMENT CORPORATION,24HD0106,P00834644VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49000000,49000000,12/29/2022,2/18/2022,JJ &J CONSTRUCTION & GENERAL SUPPLY / SAN NARCISO BUILDERS CORPORATION(FOR. SAN NARCISO,22HD0017,P00620119VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,72375000,72375000,11/21/2022,2/21/2022,PRIME GIGABUILD CONSTRUCTION CORP. (FORMERLY: RON DANIELL CONSTRUCTION CORPORATION),22HD0015,P00620029VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,19600000,19600000,12/21/2024,7/10/2024,QG DEVELOPMENT CORPORATION,24HD0104,P00834646VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,49500000,49500000,12/26/2024,8/27/2024,GONZALODO ENTERPRISES,24HD0109,P00835006VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,86844519.15,86844519.15,10/3/2022,2/21/2022,QM BUILDERS,22HO0039,P00620019VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,48999987.89,48999987.89,10/25/2022,3/23/2022,QM BUILDERS,22HO0079,P00620452VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,48999988.97,48999988.97,10/25/2022,3/23/2022,QM BUILDERS,22HO0077,P00620453VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,48999811.45,48999811.45,12/17/2022,3/23/2022,QM BUILDERS,22HO0086,P00620454VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,48999996.9,48999996.9,12/17/2022,3/23/2022,QM BUILDERS,22HO0087,P00620455VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,48999923.86,48999923.86,12/17/2022,3/23/2022,QM BUILDERS,22HO0068,P00620458VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Dike,2022,48509993.45,48509993.45,10/24/2022,3/23/2022,"ZLREJ TRADING AND CONSTRUCTION CORPORATION / GICAR CONSTRUCTION, INC.",22HO0064,P00633009VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Dike,2022,48705992.01,48705992.01,10/25/2022,3/23/2022,"ZLREJ TRADING AND CONSTRUCTION CORPORATION / GICAR CONSTRUCTION, INC.",22HO0065,P00633010VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49499921.84,49499921.84,10/25/2022,3/23/2022,QM BUILDERS,22HO0072,P00633230VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,96499992.71,96499992.71,1/24/2023,3/24/2022,QM BUILDERS,22HO0050,P00620448VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49499923.49,49499923.49,10/26/2022,3/24/2022,QM BUILDERS,22HO0078,P00633229VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Revetment,2023,48895927.07,48895926.27,10/11/2023,3/6/2023,QM BUILDERS,23HO0069,P00721947VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Revetment,2023,48900215.48,48900211.81,8/22/2023,3/6/2023,QM BUILDERS,23HO0060,P00721948VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Dike,2023,96305251.57,96305249.03,11/21/2023,3/16/2023,"ZLREJ TRADING AND CONSTRUCTION CORPORATION / GICAR CONSTRUCTION, INC.",23HO0121,P00721875VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Dike,2023,96112254,96112225.44,11/21/2023,3/16/2023,"ZLREJ TRADING AND CONSTRUCTION CORPORATION / GICAR CONSTRUCTION, INC.",23HO0133,P00721876VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Dike,2023,96305254.11,96305168.91,6/20/2023,3/16/2023,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,23HO0132,P00721877VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Dike,2023,96401751.14,96401605,6/20/2023,3/16/2023,"NEWBIG FOUR J CONSTRUCTION INC., (FORMERLY FOUR J",23HO0120,P00721878VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Revetment,2023,96015752.6,96014645,8/14/2023,3/23/2023,QM BUILDERS,23HO0055,P00721897VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,67543921.09,67543892.79,10/19/2023,5/5/2023,QM BUILDERS,23HO0193,P00733278VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,96493832.09,96493771.15,1/11/2024,5/5/2023,QM BUILDERS,23HO0201,P00733279VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,96493838.37,96493822.06,9/21/2023,5/5/2023,QM BUILDERS,23HO0202,P00733280VS,,,,,,,,,,,,,
Region VII,Cebu,Rehabilitation / Major Repair of Flood Control Structure,2023,88641817.5,88641056.04,12/18/2023,8/10/2023,"ZLREJ TRADING AND CONSTRUCTION CORPORATION / GICAR CONSTRUCTION, INC.",23HO0238,P00745603VS,,,,,,,,,,,,,
Region VII,Cebu,Rehabilitation / Major Repair of Flood Control Structure,2023,94373514.16,94373513.88,6/8/2024,8/10/2023,QM BUILDERS,23HO0237,P00745604VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,57896715.2,57896315.2,6/13/2024,2/26/2024,CENTERWAYS CONSTRUCTION AND DEVELOPMENT INC.,24HO0080,P00834597VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,48996112.34,48995812.34,5/21/2024,3/12/2024,LEGACY CONSTRUCTION CORPORATION (FORMERLY: LEGACY CONSTRUCTION),24HO0111,P00834663VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,48995366.78,48995002.78,6/20/2024,3/18/2024,FS CO BUILDERS AND SUPPLY,24HO0096,P00834664VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,57900000,57900000,12/14/2022,2/21/2022,GONZALODO ENTERPRISES,22HD0016,P00620022VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,57735950,57735950,11/14/2022,3/6/2022,"GONZALODO ENTERPRISES / RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",22HD0039,P00620041VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,63323300,63323300,10/12/2023,2/14/2023,"GONZALODO ENTERPRISES / RUDHIL CONSTRUCTION & ENTERPRISES, INC.(FORMERLY R",23HD0028,P00721529VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,57900000,57900000,12/12/2022,2/21/2022,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,22HD0024,P00620032VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,19600000,19600000,7/8/2023,2/6/2023,TCP BUILDERS,23HD0019,P00721669VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,67550000,67550000,10/27/2023,2/14/2023,WTG CONSTRUCTION & DEVELOPMENT CORPORATION,23HD0031,P00721528VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,29400000,29400000,7/11/2024,2/13/2024,TCP BUILDERS,24HD0004,P00820187VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,27504680,26592415.28,5/19/2023,2/22/2022,SBD BUILDERS,22HH0007,P00620132VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,49000000,49000000,11/22/2022,2/22/2022,GONZALODO ENTERPRISES,22HH0008,P00620134VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4941185.77,8/24/2022,2/22/2022,NEW GLOBALDEV CORPORATION,22HH0044,P00630652VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,96500000,96500000,2/23/2023,3/10/2022,"UKC BUILDERS, INC. / ON POINT CONSTRUCTION AND DEVELOPMENT CORPORATION (FORMERLY:ON POINT CONSTRUCTION)",22HH0009,P00620033VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4742460,7/18/2022,3/17/2022,PLANAC CONSTRUCTION,22HH0070,P00630657VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4900186.98,7/18/2022,3/17/2022,CEBU HAYDTER CONSTRUCTION,22HH0078,P00630658VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4929981.5,7/18/2022,3/17/2022,KAUIE BUILDERS & SUPPLIES INC. (FORMERLY: KAUIE BUILDERS AND CONSTRUCTION SUPPLIES),22HH0069,P00630659VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4939702.44,7/19/2022,3/18/2022,1ST J.E. ADLAWAN CONSTRUCTION & SUPPLY CORPORATION (FORMERLY: ELEAZAR V. ADLAWAN CONSTRUCTION),22HH0077,P00630656VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4930064.61,7/25/2022,3/24/2022,CMDV CONSTRUCTION,22HH0076,P00630651VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4935395.43,7/25/2022,3/24/2022,1ST J.E. ADLAWAN CONSTRUCTION & SUPPLY CORPORATION (FORMERLY: ELEAZAR V. ADLAWAN CONSTRUCTION),22HH0087,P00630653VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4935105.1,7/25/2022,3/24/2022,1ST J.E. ADLAWAN CONSTRUCTION & SUPPLY CORPORATION (FORMERLY: ELEAZAR V. ADLAWAN CONSTRUCTION),22HH0089,P00630660VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,4950000,4934888,9/19/2022,5/30/2022,TEN TWENTY ALLIED DEVELOPERS,22HH0105,P00630654VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,4950000,4895000,9/30/2022,5/30/2022,BELCONSTRUCT CORPORATION,22HH0104,P00633017VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4900000,4792519.98,3/2/2023,9/13/2022,INCEP CONSTRUCTION AND DEVELOPMENT CORP.,22HH0118,P00633015VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,4900000,4889970,12/22/2022,9/13/2022,PLANAC CONSTRUCTION,22HH0121,P00633016VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Drainage Structure,2022,4950000,4939939.5,2/13/2023,10/5/2022,M.C. BUYSER CONSTRUCTION & SUPPLY,22HH0122,P00630661VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,57200000,57124194.51,11/20/2023,3/20/2023,VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),23HH0066,P00721778VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,9800000,9784118,7/20/2023,3/20/2023,GOWIL BUILDERS,23HH0051,P00721833VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,44100000,43999790.93,12/19/2023,3/20/2023,FLUSSKREBS CONSTRUCTORS,23HH0056,P00721837VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,44100000,43973120.48,10/22/2023,3/21/2023,BNR CONSTRUCTION & DEVELOPMENT CORP.,23HH0057,P00721834VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,44100000,43978839.53,9/21/2023,3/29/2023,FLUSSKREBS CONSTRUCTORS,23HH0069,P00721685VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,44100000,44019255,1/15/2024,6/14/2023,GOWIL BUILDERS,23HH0086,P00721835VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,44100000,43595644.8,2/20/2024,7/20/2023,"CHARLZ CONSTRUCTION, INC.",23HH0107,P00721836VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,44100000,44030000,12/13/2023,7/24/2023,ARQ BUILDERS / VNCO CONSTRUCTION,23HH0108,P00721838VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,4950000,4935000,2/22/2024,8/23/2023,CELJEM CONSTRUCTION & DEVELOPMENT CORP.,23HH0116,P00732027VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,4950000,4932965.79,12/24/2023,8/23/2023,NEW GLOBALDEV CORPORATION,23HH0117,P00732028VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,4950000,4933978.32,1/21/2024,8/23/2023,ST. BERNARDINE CONSTRUCTION & ENTERPRISES (FOR. ST,23HH0110,P00732029VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,4950000,4944995.26,2/10/2024,10/10/2023,MATROSON BUILDERS & ENGINEERING SERVICES,23HH0124,P00733747VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,4950000,4940000,5/13/2024,11/9/2023,PLANAC CONSTRUCTION,23HH0131,P00733746VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,144750000,144598801.2,11/19/2024,3/7/2024,A.S.T BUILDERS / BNR CONSTRUCTION & DEVELOPMENT CORP.,24HH0008,P00820332VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,144750000,144594682.6,11/28/2024,3/7/2024,FLUSSKREBS CONSTRUCTORS / BNR CONSTRUCTION & DEVELOPMENT CORP.,24HH0009,P00820334VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Slope Protection Structure,2022,96500000,96277080.22,12/28/2022,3/1/2022,VEN RAY CONSTRUCTION CORPORATION,22HF0035,P00630192VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,39200000,39198712.68,5/4/2023,8/24/2022,QM BUILDERS / DOCAST CONSTRUCTION,22HF0036,P00620125VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,92108285,92108285,11/8/2024,1/9/2024,QM BUILDERS,23HF0113,P00746103VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,56578915,56548278.06,11/8/2022,3/7/2022,VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION) / SQUARE CUBE CONSTRUCTION(FORMERLY SQUARE CUBE TRAD,22HI0017,P00620026VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,49000000,48949066.04,7/10/2023,1/30/2023,VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),23HI0001,P00721829VS,,,,,,,,,,,,,
Region VII,Cebu,Rehabilitation / Major Repair of Flood Control Structure,2023,31061420,31005336.24,8/26/2023,3/30/2023,VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),23HI0063,P00744360VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,86850000,86849993.95,12/31/2022,3/7/2022,BNR CONSTRUCTION & DEVELOPMENT CORP. / VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),22HI0034,P00620027VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,49000000,48952952.29,7/10/2023,1/30/2023,VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),23HI0003,P00721828VS,,,,,,,,,,,,,
Region VII,Cebu,Rehabilitation / Major Repair of Flood Control Structure,2023,15541325,15484008.07,7/27/2023,3/30/2023,VSP STRUCTURE VENTURES CORP. (FORMERLY: VIRLO CONSTRUCTION),23HI0062,P00744359VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,96500000,96474783.85,12/26/2024,2/16/2024,"MC GEOMETRIC PROPORTIONS, INC. / ST. MATTHEW GEN. CONTRACTOR & DEVELOPMENT CORP.",24HI0014,P00820052VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2024,149849060,149847604.4,3/10/2025,4/4/2024,"MC GEOMETRIC PROPORTIONS, INC. / ALPHA & OMEGA GEN. CONTRACTOR & DEVELOPMENT CORP.",24H00016,P00820053VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2022,86850000,86774888,12/1/2022,3/7/2022,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),22HI0018,P00620028VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,49000000,48994888,8/27/2023,1/30/2023,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),23HI0002,P00721830VS,,,,,,,,,,,,,
Region VII,Cebu,Construction of Flood Mitigation Structure,2023,77200000,77199721.33,12/11/2023,4/18/2023,QUIRANTE CONSTRUCTION CORPORATION (FORMERLY: QUIRANTE CONSTRUCTION),23H00070,P00721773VS,,,,,,,,,,,,,
